#hostname	circleLatitude	circleLongitude	radius	iataCode	iataLatitude	iataLongitude
1004258	52.3815	4.8995	83.83656641593947	QAR	52.0606002808	5.8730602264
33422	60.1785	24.8085	86.80599098924145	TLL	59.4132995605	24.8327999115
1001345	59.9395	10.7095	161.58004835490922	KSD	59.4446983337	13.3374004364
16211	42.6775	23.3075	167.55114491393618	SKP	41.9616012573	21.6214008331
62426	55.6705	12.5685	167.80843390173945	RNN	55.0633010864	14.7595996857
1005282	48.9285	2.2215	175.75766760386577	LEH	49.5339012146	0.0880559981
13593	46.3085	16.3415	176.44600686598423	KLU	46.6425018311	14.3376998901
53256	56.6505	23.7195	194.06384318643092	KUN	54.9639015198	24.0848007202
19396	55.9205	37.7515	273.77915084833154	RYB	58.1041984558	38.9294013977
1005076	40.2905	-3.7995	301.24970574732436	VLC	39.4892997742	-0.4816249907
