#hostname	circleLatitude	circleLongitude	radius	iataCode	iataLatitude	iataLongitude
1004306	22.2905	114.1475	98.07493308401709	HUZ	23.0499992371	114.599998474
1002178	52.3715	4.9005	106.03225329323422	UDE	51.6563987732	5.7086100578
13593	46.3085	16.3415	172.90658215872173	KLU	46.6425018311	14.3376998901
1004374	37.9295	-76.8495	178.04131692949275	CHO	38.1385993958	-78.4529037476
1004154	-34.5005	-58.5205	184.50204163127304	GHU	-33.0103	-58.6131
1005282	48.9285	2.2215	193.50054893639935	LIL	50.5619010925	3.0894401073
62022	-20.9815	55.3385	197.51964157646188	RUN	-20.8871002197	55.5102996826
15706	55.6705	37.8575	218.84957911534144	KLD	56.8246994019	35.7577018738
33915	55.7295	12.5475	281.46291043962367	GWT	54.9132003784	8.340470314
61083	38.7985	-9.1885	286.22675065955985	OPO	41.2481002808	-8.6813898087
61674	44.8495	24.8705	288.275200967973	SOF	42.6966934204	23.4114360809
55763	50.0585	14.5005	318.7965385908763	AGB	48.42527771	10.9316673279
1005037	32.8805	-117.2315	319.0800594187546	SBA	34.42620087	-119.8399963
61223	33.6785	73.0485	359.92214687206837	KDU	35.3354988098	75.5360031128
30219	-37.7385	175.2575	475.7386792813974	BHE	-41.5182991028	173.8699951172
20088	45.6715	4.7515	482.7839006603375	PUF	43.3800010681	-0.41861099
20313	55.9185	23.2875	492.582972167452	MVQ	53.9548988342	30.0951004028
1004841	52.2675	20.8095	385.44474110564204	ILZ	49.2314987183	18.6135005951
50564	58.9995	16.2105	537.7650485300164	GDN	54.3776016235	18.4661998749
52427	45.5105	-122.6815	675.1493801258224	WMC	40.8965988159	-117.805999756
62962	45.4185	-75.7095	717.005338059629	WWD	39.0084991455	-74.9083023071
62828	28.6715	-81.2115	807.7756898421597	CHA	35.0353012085	-85.2037963867
62659	30.3715	-97.6505	963.222714264346	SLP	22.2542991638	-100.930999756
