#hostname	circleLatitude	circleLongitude	radius	iataCode	iataLatitude	iataLongitude
1004306	22.2905	114.1475	98.07493308401709	HKX	22.308889	113.914722
1002178	52.3715	4.9005	106.03225329323422	RTM	51.9569015503	4.4372200966
13593	46.3085	16.3415	172.90658215872173	ZAG	45.7429008484	16.0687999725
1004374	37.9295	-76.8495	178.04131692949275	BWI	39.17539978	-76.66829681
1004154	-34.5005	-58.5205	184.50204163127304	EZE	-34.8222	-58.5358
1005282	48.9285	2.2215	193.50054893639935	PAR	49.0127983093	2.5499999523
62022	-20.9815	55.3385	197.51964157646188	RUN	-20.8871002197	55.5102996826
15706	55.6705	37.8575	218.84957911534144	KLD	56.8246994019	35.7577018738
33915	55.7295	12.5475	281.46291043962367	RKE	55.5856018066	12.1314001083
61083	38.7985	-9.1885	286.22675065955985	OPO	41.2481002808	-8.6813898087
61674	44.8495	24.8705	288.275200967973	BBU	44.503200531	26.1021003723
55763	50.0585	14.5005	318.7965385908763	TXL	52.5597000122	13.2876996994
1005037	32.8805	-117.2315	319.0800594187546	LAX	33.94250107	-118.4079971
61223	33.6785	73.0485	359.92214687206837	LHE	31.5216007233	74.4036026001
30219	-37.7385	175.2575	475.7386792813974	WEL	-41.3272018433	174.804992676
20313	55.9185	23.2875	492.582972167452	WAW	52.1656990051	20.9671001434
52427	45.5105	-122.6815	675.1493801258224	YVR	49.193901062	-123.183998108
53110	37.7475	-122.4925	448.2094478980263	SJC	37.3625984192	-121.9290008545
62828	28.6715	-81.2115	807.7756898421597	HAV	22.989200592	-82.4091033936
62659	30.3715	-97.6505	963.222714264346	HOU	29.64539909	-95.27890015
