#hostname	circleLatitude	circleLongitude	radius	iataCode	iataLatitude	iataLongitude
1002667	19.0805	72.8805	38.68496237887565	BOM	19.0886993408	72.8678970337
1004058	44.4115	26.0395	42.36530926458618	OTP	44.5722007751	26.1021995544
1003891	47.6075	-122.3385	45.69034291800263	PAE	47.90629959	-122.2819977
1005247	40.4205	-3.6905	51.30750686789736	TOJ	40.4967002869	-3.4458699226
1003944	50.1095	8.6795	53.13998826742236	QMZ	49.9674987793	8.1472215652
1004290	-6.2125	106.8415	55.144751714357234	CGK	-6.1255698204	106.65599823
32358	45.0815	7.6495	58.68062624777499	TRN	45.2008018494	7.6496300697
6890	49.2775	-123.1085	60.172389574145384	YDT	49.0741996765	-123.012001038
1003881	33.7475	-84.3885	62.433258617601965	PDK	33.8755989075	-84.3020019531
21048	-7.7785	110.3895	76.32370824889539	NoCity	-7.7785	110.3895
1000608	51.5115	-0.0025	85.42566367521972	CBG	52.2050018311	0.174999997
54002	37.4685	-121.9225	85.69725197434211	PIX	37.6189994812	-122.375
6697	34.0505	-118.2385	86.72394252705199	WJF	34.74110031	-118.2190018
13068	55.7515	37.6505	87.01190107223618	DME	55.4087982178	37.9062995911
1003979	45.4615	9.1805	88.31234947475131	QPZ	44.9131011963	9.7233295441
24385	41.3895	2.1715	91.98559601277236	REU	41.1473999023	1.1671700478
14087	55.7105	12.5715	92.66732800690197	AGH	56.2961006165	12.8471002579
1003983	48.8585	2.3515	94.94141158633619	EVX	49.0287017822	1.2198599577
1002178	52.3715	4.9005	96.50486870118223	GLZ	51.567401886	4.9318299294
1004065	1.2895	103.8505	96.92783246840656	JHB	1.6413099766	103.6699981689
1004763	59.2985	18.0805	97.60029456416383	EKT	59.3511009216	16.7084007263
14793	59.8385	30.3115	106.21114260863291	LED	59.8003005981	30.2625007629
1004792	-23.5315	-46.6385	107.3656394197533	CPQ	-22.8591995239	-47.1082000732
16348	42.6515	23.3595	118.14781323403945	SOF	42.6966934204	23.4114360809
53197	50.4205	30.4915	120.44704387820723	KBP	50.3450012207	30.8946990967
1003380	34.6875	135.5015	126.96457136150327	NGO	34.8583984375	136.8049926758
7156	52.5005	13.3695	131.76805518937238	ZMG	52.0736122131	11.6263885498
1003680	32.7775	-96.7985	135.2863760854467	AFW	32.9875984192	-97.3188018799
22152	48.7785	9.1795	136.2166202487079	AGB	48.42527771	10.9316673279
52806	56.9805	24.1675	138.84305858223223	SQQ	55.893901825	23.3950004578
6574	40.7795	-74.0695	149.82098503767958	PHL	39.8718986511	-75.2410964966
1004560	40.1675	44.5205	150.15213736464142	NAJ	39.1888008118	45.4584007263
19368	50.0215	15.2105	152.2602503168342	BRQ	49.1512985229	16.6944007874
6615	39.0395	-77.4925	160.33048577750196	BWI	39.17539978	-76.66829681
60959	59.9415	10.7795	172.59367378068418	KSD	59.4446983337	13.3374004364
13593	46.3085	16.3415	182.29442519548752	LJU	46.2237014771	14.4575996399
32589	38.6615	-9.0685	184.37236167	BYJ	38.0788993835	-7.9324002266
63050	-22.2025	166.4595	186.88381381733092	NOU	-22.0146007538	166.2129974365
62653	43.6485	-79.3805	191.5929221904941	ERI	42.0831270134	-80.1738667488
6429	40.9815	29.0985	202.72390058502566	AOE	39.8098983765	30.5193996429
55363	-20.9515	55.5205	206.4976367660408	RUN	-20.8871002197	55.5102996826
1004682	22.2785	114.2215	222.2511387383	CAN	23.3924007416	113.2990036011
1002511	39.7375	-104.9925	223.2476528133296	LAR	41.3120994568	-105.6750030518
13387	64.1405	-21.8985	268.20636407149607	SIJ	66.1333007813	-18.9167003632
61128	31.7615	35.2085	278.19497541554335	BEY	33.8208999634	35.4883995056
55190	-33.4625	-70.5685	292.3058316730309	UAQ	-31.5715007782	-68.4181976318
61197	-34.4095	150.8815	305.9598988958289	SYD	-33.9460983276	151.1770019531
18857	42.3605	-71.0605	320.86865672492104	JFK	40.63980103	-73.77890015
52298	52.0415	20.7215	375.566480998602	LWO	49.8125	23.9561004639
54020	28.6075	77.0885	419.4835120811585	LHE	31.5216007233	74.4036026001
1004048	34.7715	113.7195	445.8827034065618	WUH	30.7838001251	114.2080001831
60749	24.9715	121.1895	450.1967563235579	HYN	28.5622005463	121.4290008545
13258	25.0715	55.1395	466.8825733938211	FAZ	28.8917999268	53.7233009338
30219	-37.7385	175.2575	467.1713208665263	WEL	-41.3272018433	174.804992676
61571	14.2975	121.0805	558.38593745935	MNL	14.508600235	121.019996643
16441	-27.0025	30.7995	578.2460044105684	HLA	-25.9384994507	27.9260997772
60500	27.9475	-82.4625	583.2611180459598	HAV	22.989200592	-82.4091033936
62152	-24.8715	152.3495	634.3284950996368	APNIC	-27.4702796	153.023036
60462	40.0685	-88.2495	691.5746538822578	ORD	41.97859955	-87.90480042
61717	35.7605	10.8075	1004.2279124826374	ROM	41.799444	12.597222
51382	44.7385	19.7115	270.40490784078946	PRN	42.5727996826	21.0358009338
