#hostname	circleLatitude	circleLongitude	radius	iataCode	iataLatitude	iataLongitude
1003894	-33.8705	151.2015	33.72576398153881	BWU	-33.9244003296	150.9880065918
1004698	37.5515	-121.9885	39.7671737058796	PIX	37.6189994812	-122.375
1002633	39.0385	-77.4915	39.85721005921974	IAD	38.94449997	-77.45580292
1004208	39.2615	-94.7025	43.55718151701644	MKC	39.1231994629	-94.5927963257
32626	41.3905	2.1085	53.05192423288487	BCN	41.2971000671	2.0784599781
12174	53.4795	-2.2495	55.14790742444144	LPL	53.3335990906	-2.8497200012
50644	47.5195	19.0595	74.61528570205591	BUD	47.4369010925	19.2555999756
1004034	50.1195	8.6785	77.04547831471842	MHG	49.4730567932	8.514166832
50025	53.5495	10.0485	82.58256612122632	LBC	53.8054008484	10.7192001343
1001120	53.3475	-6.2615	87.38575410127498	DUB	53.4212989807	-6.270070076
50387	50.0705	14.4615	89.82679446735197	PRG	50.1007995605	14.2600002289
62626	-8.6595	115.1685	95.84029588063552	DPS	-8.748169899	115.1669998169
52594	-6.4405	106.9015	96.38879773964736	BDO	-6.9006299973	107.5759963989
1004792	-23.5315	-46.6385	98.38764423017435	CPQ	-22.8591995239	-47.1082000732
1000745	59.8295	30.9295	103.09379412513353	LED	59.8003005981	30.2625007629
1000297	34.0505	-118.2385	103.42662292307764	WJF	34.74110031	-118.2190018
1003896	43.6505	-79.3585	116.02194941262304	YPQ	44.2299995422	-78.3632965088
1005028	51.5415	-0.6715	119.76432572467633	STN	51.8849983215	0.2349999994
1005229	52.3515	4.9585	139.8641280263546	ANR	51.1893997192	4.4602799416
28272	52.5285	13.3805	142.02549358621843	ZMG	52.0736122131	11.6263885498
54262	56.9485	24.1105	157.29242450986843	PNV	55.7294006348	24.4608001709
1002921	45.3275	9.2085	158.84897850890528	TRN	45.2008018494	7.6496300697
11623	40.1785	44.5185	161.39031128609605	NAJ	39.1888008118	45.4584007263
13593	46.3085	16.3415	179.86699382914867	ZAG	45.7429008484	16.0687999725
1000481	22.3175	114.1715	207.68290175048224	CAN	23.3924007416	113.2990036011
1004422	48.8285	2.4085	213.75005023519736	PAR	49.0127983093	2.5499999523
1002639	1.3515	103.8185	221.01271976212766	MKZ	2.2633600235	102.251998901
63037	19.1405	73.0085	224.9845753668671	PNQ	18.5820999146	73.9197006226
4502	50.4585	30.6275	239.63209957055062	GME	52.5270004272	31.0167007446
1000801	42.6975	23.3175	256.42195645765264	SKG	40.5196990967	22.9708995819
55147	45.5505	-122.8705	258.0738720707967	BFI	47.5299987793	-122.3020019531
18857	42.3605	-71.0605	315.4915239733065	JFK	40.63980103	-73.77890015
50285	41.9195	12.3615	319.01023933314144	ROM	41.799444	12.597222
62264	-20.8805	55.4505	323.03100844418617	MRU	-20.4302005768	57.6836013794
55642	60.7885	11.0595	339.78122172335526	GSE	57.7747001648	11.8704004288
62779	61.4515	23.9005	362.8665229965769	FICIX	60.1733244	24.9410248
14730	55.8475	37.5185	365.9092192133967	BZK	53.2141990662	34.176399231
61223	33.6785	73.0485	367.4407247636401	LHE	31.5216007233	74.4036026001
30219	-37.7385	175.2575	468.6905980401934	WEL	-41.3272018433	174.804992676
62716	-34.9795	-71.2425	540.4024332328953	SCL	-33.3930015564	-70.7857971191
1004594	35.6095	140.1115	620.6286700806178	KIX	34.4272994995	135.2440032959
1001667	38.7505	-9.0995	866.7353992005072	CMN	33.3675003052	-7.5899701118
62583	30.2685	-97.7285	986.8692388528565	CJS	31.636100769	-106.4290008545
62388	26.4415	50.1115	1028.997278165486	IKA	35.4160995483	51.1521987915
13771	-1.2925	36.8205	1268.9734487511557	ADD	8.9778900147	38.7993011475
25200	-33.9525	18.8475	2034.534613101191	JNB	-26.1392002106	28.2460002899
61617	10.6605	-71.6225	3161.366201456773	MEX	19.4363002777	-99.0720977783
